0,Termid,RegdNo,Course,Grade,CA_100,MTT_50,ETT_100,ETP_100,Course_Att,MHRDName,CA_1,CA_2,CA_3,CA_4,Height,Weight,ScholarType,Direction,Gender,Medium,CourseType,ProgramType
27751,318192,7334776,TJZ39,A+,64.0,,,73.0,100.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),32.0,12.0,7.0,13.0,175,58,Day Scholar,South,Male,English,Theory,UG
27752,318192,7334776,TJZ392,B+,82.0,,,58.0,100.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),4.0,53.0,1.0,24.0,175,58,Day Scholar,South,Male,English,Theory,UG
27753,318192,7334776,TJZ53,B,89.0,15.0,36.0,,100.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),23.0,61.0,0.0,5.0,175,58,Day Scholar,South,Male,English,Theory,UG
27754,318192,7334776,TJZ54,A+,73.0,23.0,58.0,,93.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),70.0,3.0,0.0,0.0,175,58,Day Scholar,South,Male,English,Theory,UG
27758,418192,7338776,TJZ556,B+,,,,69.0,,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),,,,,170,55,Day Scholar,North,Male,Regional,Practical,UG
27803,318192,7348776,TJZ157,A,60.0,9.0,63.0,,93.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),2.0,16.0,34.0,8.0,164,54,Hostler,East,Male,Regional,Theory,UG
27804,318192,7348776,TJZ158,B+,72.0,32.0,43.0,,93.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),64.0,8.0,0.0,0.0,164,54,Hostler,East,Male,Regional,Theory,UG
27805,318192,7348776,TJZ160,A,87.0,,43.0,,93.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),64.0,10.0,8.0,5.0,164,54,Hostler,East,Male,Regional,Theory,UG
27806,318192,7348776,TJZ161,B,65.0,24.0,43.0,,95.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),36.0,3.0,17.0,9.0,164,54,Hostler,East,Male,Regional,Theory,UG
27807,318192,7348776,TJZ162,B+,46.0,,,68.0,89.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),34.0,7.0,2.0,3.0,164,54,Hostler,East,Male,Regional,Theory,UG
27808,318192,7348776,TJZ38,E,72.0,23.0,21.0,,93.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),40.0,13.0,6.0,13.0,164,54,Hostler,East,Male,Regional,Theory,UG
27809,318192,7348776,TJZ39,B+,50.0,,,53.0,93.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),34.0,3.0,12.0,1.0,164,54,Hostler,East,Male,Regional,Theory,UG
27810,318192,7348776,TJZ53,B,57.0,29.0,36.0,,93.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),17.0,24.0,6.0,10.0,164,54,Hostler,East,Male,Regional,Theory,UG
27811,318192,7348776,TJZ575,A,62.0,34.0,46.0,,95.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),34.0,12.0,10.0,6.0,164,54,Hostler,East,Male,Regional,Theory,UG
27812,318192,7348776,TJZ809,C,59.0,15.0,38.0,,95.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),35.0,11.0,3.0,10.0,164,54,Hostler,East,Male,Regional,Theory,UG
27874,418192,7358776,TJZ707,O,,,,86.0,,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),,,,,164,64,Hostler,West,Female,English,Practical,UG
27979,318192,7384776,TJZ118,A+,74.0,28.0,55.0,,87.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),12.0,54.0,8.0,0.0,181,99,Day Scholar,South,Male,Regional,Theory,UG
27980,318192,7384776,TJZ157,B,59.0,12.0,60.0,,85.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),17.0,21.0,21.0,0.0,181,99,Day Scholar,South,Male,Regional,Theory,UG
27981,318192,7384776,TJZ158,B,47.0,23.0,56.0,,91.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),4.0,14.0,12.0,17.0,181,99,Day Scholar,South,Male,Regional,Theory,UG
27982,318192,7384776,TJZ161,A,62.0,20.0,59.0,,87.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),5.0,8.0,6.0,43.0,181,99,Day Scholar,South,Male,Regional,Theory,UG
27983,318192,7384776,TJZ162,A,62.0,,,77.0,87.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),44.0,15.0,2.0,1.0,181,99,Day Scholar,South,Male,Regional,Theory,UG
27984,318192,7384776,TJZ38,B+,66.0,22.0,45.0,,93.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),12.0,38.0,13.0,3.0,181,99,Day Scholar,South,Male,Regional,Theory,UG
27985,318192,7384776,TJZ39,B,48.0,,,47.0,90.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),47.0,0.0,1.0,0.0,181,99,Day Scholar,South,Male,Regional,Theory,UG
27986,318192,7384776,TJZ416,B,39.0,,,63.0,91.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),25.0,12.0,0.0,2.0,181,99,Day Scholar,South,Male,Regional,Theory,UG
27987,318192,7384776,TJZ53,C,38.0,12.0,52.0,,87.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),14.0,3.0,9.0,12.0,181,99,Day Scholar,South,Male,Regional,Theory,UG
27988,318192,7384776,TJZ54,B,55.0,18.0,46.0,,93.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),46.0,4.0,3.0,2.0,181,99,Day Scholar,South,Male,Regional,Theory,UG
27989,318192,7385776,TJZ157,A+,75.0,25.0,60.0,,96.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),70.0,2.0,2.0,1.0,176,90,Hostler,East,Female,Hindi,Theory,UG
27990,318192,7385776,TJZ158,A,77.0,39.0,56.0,,100.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),64.0,12.0,0.0,1.0,176,90,Hostler,East,Female,Hindi,Theory,UG
27991,318192,7385776,TJZ161,A+,42.0,39.0,68.0,,95.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),18.0,18.0,5.0,1.0,176,90,Hostler,East,Female,Hindi,Theory,UG
27992,318192,7385776,TJZ162,A+,81.0,,,72.0,100.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),23.0,48.0,4.0,6.0,176,90,Hostler,East,Female,Hindi,Theory,UG
27993,318192,7385776,TJZ1696,A+,93.0,,,70.0,99.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),47.0,9.0,13.0,24.0,176,90,Hostler,East,Female,Hindi,Theory,UG
27994,318192,7385776,TJZ202,O,89.0,28.0,72.0,,93.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),5.0,76.0,0.0,8.0,176,90,Hostler,East,Female,Hindi,Theory,UG
27995,318192,7385776,TJZ38,A,59.0,38.0,64.0,,96.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),7.0,27.0,12.0,13.0,176,90,Hostler,East,Female,Hindi,Theory,UG
27996,318192,7385776,TJZ39,A,57.0,,,70.0,98.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),52.0,2.0,3.0,0.0,176,90,Hostler,East,Female,Hindi,Theory,UG
27997,318192,7385776,TJZ53,A,88.0,22.0,66.0,,97.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),60.0,5.0,20.0,3.0,176,90,Hostler,East,Female,Hindi,Theory,UG
27998,318192,7385776,TJZ54,A+,77.0,27.0,58.0,,98.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),37.0,30.0,7.0,3.0,176,90,Hostler,East,Female,Hindi,Theory,UG
28066,318192,7394776,TJZ157,A,50.0,15.0,65.0,,91.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),36.0,9.0,3.0,2.0,169,99,Hostler,South,Female,Regional,Theory,UG
28067,318192,7394776,TJZ158,A,82.0,40.0,60.0,,75.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),9.0,45.0,15.0,13.0,169,99,Hostler,South,Female,Regional,Theory,UG
28068,318192,7394776,TJZ161,A+,54.0,30.0,65.0,,91.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),45.0,8.0,0.0,1.0,169,99,Hostler,South,Female,Regional,Theory,UG
28069,318192,7394776,TJZ162,B+,58.0,,,55.0,90.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),18.0,37.0,0.0,3.0,169,99,Hostler,South,Female,Regional,Theory,UG
28070,318192,7394776,TJZ336,A,62.0,,,63.0,86.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),20.0,4.0,15.0,23.0,169,99,Hostler,South,Female,Regional,Theory,UG
28071,318192,7394776,TJZ38,B,61.0,19.0,38.0,,90.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),58.0,1.0,2.0,0.0,169,99,Hostler,South,Female,Regional,Theory,UG
28072,318192,7394776,TJZ39,B+,50.0,,,61.0,93.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),46.0,2.0,2.0,0.0,169,99,Hostler,South,Female,Regional,Theory,UG
28073,318192,7394776,TJZ53,B,60.0,28.0,39.0,,87.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),48.0,6.0,2.0,4.0,169,99,Hostler,South,Female,Regional,Theory,UG
28074,318192,7394776,TJZ54,C,40.0,33.0,38.0,,86.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),18.0,9.0,2.0,11.0,169,99,Hostler,South,Female,Regional,Theory,UG
28075,318192,7394776,TJZ575,A+,74.0,30.0,63.0,,75.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),14.0,49.0,1.0,10.0,169,99,Hostler,South,Female,Regional,Theory,UG
28342,418192,7440776,TJZ556,O,,,,86.0,,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),,,,,175,87,Day Scholar,South,Female,Regional,Practical,UG
28344,318192,7442776,TJZ150,A,63.0,,,87.0,91.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),53.0,5.0,2.0,3.0,182,91,Day Scholar,North,Male,Regional,Theory,UG
28345,318192,7442776,TJZ156,A,78.0,34.0,49.0,,91.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),57.0,8.0,13.0,0.0,182,91,Day Scholar,North,Male,Regional,Theory,UG
28346,318192,7442776,TJZ157,A+,62.0,28.0,62.0,,86.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),57.0,1.0,0.0,4.0,182,91,Day Scholar,North,Male,Regional,Theory,UG
28347,318192,7442776,TJZ158,B+,74.0,37.0,55.0,,84.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),13.0,39.0,13.0,9.0,182,91,Day Scholar,North,Male,Regional,Theory,UG
28348,318192,7442776,TJZ161,A+,50.0,37.0,63.0,,88.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),11.0,27.0,4.0,8.0,182,91,Day Scholar,North,Male,Regional,Theory,UG
28349,318192,7442776,TJZ162,A+,75.0,,,82.0,92.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),53.0,20.0,0.0,2.0,182,91,Day Scholar,North,Male,Regional,Theory,UG
28350,318192,7442776,TJZ38,B+,58.0,24.0,41.0,,91.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),40.0,5.0,4.0,9.0,182,91,Day Scholar,North,Male,Regional,Theory,UG
28351,318192,7442776,TJZ39,B+,53.0,,,61.0,93.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),12.0,15.0,10.0,16.0,182,91,Day Scholar,North,Male,Regional,Theory,UG
28352,318192,7442776,TJZ53,B+,85.0,30.0,45.0,,87.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),57.0,10.0,12.0,6.0,182,91,Day Scholar,North,Male,Regional,Theory,UG
28353,318192,7442776,TJZ54,A,57.0,15.0,65.0,,88.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),28.0,18.0,9.0,2.0,182,91,Day Scholar,North,Male,Regional,Theory,UG
28436,318192,7461776,TJZ1081,A+,84.0,,,82.0,91.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),73.0,7.0,2.0,2.0,164,48,Day Scholar,South,Female,Regional,Theory,UG
28437,318192,7461776,TJZ153,B+,70.0,,,75.0,76.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),21.0,3.0,20.0,26.0,164,48,Day Scholar,South,Female,Regional,Theory,UG
28438,318192,7461776,TJZ157,A+,45.0,38.0,59.0,,90.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),33.0,6.0,1.0,5.0,164,48,Day Scholar,South,Female,Regional,Theory,UG
28439,318192,7461776,TJZ158,A,87.0,34.0,66.0,,93.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),69.0,18.0,0.0,0.0,164,48,Day Scholar,South,Female,Regional,Theory,UG
28440,318192,7461776,TJZ161,A+,65.0,38.0,59.0,,92.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),65.0,0.0,0.0,0.0,164,48,Day Scholar,South,Female,Regional,Theory,UG
28441,318192,7461776,TJZ162,O,78.0,,,80.0,93.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),61.0,3.0,0.0,14.0,164,48,Day Scholar,South,Female,Regional,Theory,UG
28442,318192,7461776,TJZ38,A+,79.0,44.0,59.0,,98.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),53.0,2.0,0.0,24.0,164,48,Day Scholar,South,Female,Regional,Theory,UG
28443,318192,7461776,TJZ39,A,59.0,,,71.0,91.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),22.0,35.0,1.0,1.0,164,48,Day Scholar,South,Female,Regional,Theory,UG
28444,318192,7461776,TJZ392,B+,64.0,,,59.0,75.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),30.0,33.0,0.0,1.0,164,48,Day Scholar,South,Female,Regional,Theory,UG
28445,318192,7461776,TJZ53,A+,92.0,40.0,68.0,,86.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),62.0,14.0,13.0,3.0,164,48,Day Scholar,South,Female,Regional,Theory,UG
28515,418192,7471776,TJZ267,A,72.0,,,73.0,,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),61.0,11.0,0.0,0.0,181,69,Hostler,West,Female,Regional,Theory,UG
28516,418192,7471776,TJZ937,O,87.0,,,89.0,100.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),13.0,41.0,32.0,1.0,181,69,Hostler,West,Female,Regional,Theory,UG
28517,418192,7471776,TJZ957,B+,77.0,,,62.0,100.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),15.0,44.0,5.0,13.0,181,69,Hostler,West,Female,Regional,Theory,UG
28518,418192,7472776,TJZ556,A,,,,78.0,,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),,,,,179,40,Hostler,East,Male,English,Practical,UG
28519,418192,7473776,TJZ267,B+,69.0,,,69.0,,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),63.0,5.0,1.0,0.0,180,41,Hostler,North,Female,Regional,Theory,UG
28520,418192,7473776,TJZ937,A+,68.0,,,83.0,100.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),50.0,18.0,0.0,0.0,180,41,Hostler,North,Female,Regional,Theory,UG
28521,418192,7473776,TJZ957,A+,91.0,,,83.0,98.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),38.0,16.0,36.0,1.0,180,41,Hostler,North,Female,Regional,Theory,UG
28631,318192,7496776,TJZ157,A+,70.0,15.0,83.0,,74.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),69.0,0.0,1.0,0.0,158,82,Day Scholar,South,Female,Regional,Theory,UG
28632,318192,7496776,TJZ158,A+,77.0,47.0,72.0,,88.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),19.0,12.0,30.0,16.0,158,82,Day Scholar,South,Female,Regional,Theory,UG
28633,318192,7496776,TJZ161,C,74.0,45.0,0.0,,91.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),6.0,59.0,7.0,2.0,158,82,Day Scholar,South,Female,Regional,Theory,UG
28634,318192,7496776,TJZ162,O,86.0,,,87.0,100.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),51.0,14.0,12.0,9.0,158,82,Day Scholar,South,Female,Regional,Theory,UG
28635,318192,7496776,TJZ1696,A+,83.0,,,80.0,92.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),6.0,58.0,14.0,5.0,158,82,Day Scholar,South,Female,Regional,Theory,UG
28636,318192,7496776,TJZ38,A+,81.0,39.0,59.0,,90.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),65.0,9.0,0.0,7.0,158,82,Day Scholar,South,Female,Regional,Theory,UG
28637,318192,7496776,TJZ39,B+,50.0,,,59.0,89.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),8.0,10.0,7.0,25.0,158,82,Day Scholar,South,Female,Regional,Theory,UG
28638,318192,7496776,TJZ53,I,80.0,29.0,0.0,,91.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),44.0,34.0,2.0,0.0,158,82,Day Scholar,South,Female,Regional,Theory,UG
28639,318192,7496776,TJZ534,B,65.0,30.0,49.0,,73.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),13.0,50.0,0.0,2.0,158,82,Day Scholar,South,Female,Regional,Theory,UG
28640,318192,7496776,TJZ54,A+,70.0,29.0,53.0,,93.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),27.0,15.0,25.0,3.0,158,82,Day Scholar,South,Female,Regional,Theory,UG
28641,318192,7496776,TJZ879,O,94.0,,,90.0,93.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),91.0,1.0,0.0,2.0,158,82,Day Scholar,South,Female,Regional,Theory,UG
28652,318192,7500776,TJZ1073,A,63.0,,,68.0,79.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),5.0,49.0,1.0,8.0,150,50,Day Scholar,West,Female,Regional,Theory,UG
28653,318192,7500776,TJZ150,B+,60.0,,,81.0,82.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),23.0,28.0,0.0,9.0,150,50,Day Scholar,West,Female,Regional,Theory,UG
28654,318192,7500776,TJZ157,A+,68.0,28.0,68.0,,80.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),23.0,12.0,22.0,11.0,150,50,Day Scholar,West,Female,Regional,Theory,UG
28655,318192,7500776,TJZ158,B+,80.0,29.0,56.0,,85.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),51.0,25.0,3.0,1.0,150,50,Day Scholar,West,Female,Regional,Theory,UG
28656,318192,7500776,TJZ161,I,42.0,40.0,0.0,,78.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),24.0,5.0,5.0,8.0,150,50,Day Scholar,West,Female,Regional,Theory,UG
