0,Termid,RegdNo,Course,Grade,CA_100,MTT_50,ETT_100,ETP_100,Course_Att,MHRDName,CA_1,CA_2,CA_3,CA_4,Height,Weight,ScholarType,Direction,Gender,Medium,CourseType,ProgramType
26782,218192,7124776,TJZ334,B+,,,,57.0,,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),,,,,157,80,Hostler,East,Male,English,Practical,UG
26783,218192,7124776,TJZ369,C,55.0,22.0,56.0,,75.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),23.0,30.0,0.0,2.0,157,80,Hostler,East,Male,English,Theory,UG
26784,218192,7124776,TJZ370,C,57.0,20.0,42.0,,74.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),55.0,1.0,0.0,1.0,157,80,Hostler,East,Male,English,Theory,UG
26785,218192,7124776,TJZ876,B,43.0,,,76.0,86.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),15.0,25.0,1.0,2.0,157,80,Hostler,East,Male,English,Theory,UG
26887,218192,7148776,TJZ20,B+,42.0,25.0,72.0,,90.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),38.0,1.0,3.0,0.0,155,97,Day Scholar,East,Female,Hindi,Theory,UG
26888,218192,7148776,TJZ21,B+,74.0,18.0,53.0,,93.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),6.0,18.0,35.0,15.0,155,97,Day Scholar,East,Female,Hindi,Theory,UG
26889,218192,7148776,TJZ22,C,79.0,18.0,30.0,,93.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),46.0,3.0,7.0,23.0,155,97,Day Scholar,East,Female,Hindi,Theory,UG
26890,218192,7148776,TJZ23,B+,59.0,34.0,56.0,,96.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),16.0,16.0,26.0,1.0,155,97,Day Scholar,East,Female,Hindi,Theory,UG
26891,218192,7148776,TJZ24,A,63.0,,,68.0,98.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),43.0,8.0,8.0,4.0,155,97,Day Scholar,East,Female,Hindi,Theory,UG
26892,218192,7148776,TJZ25,B+,71.0,,,60.0,100.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),32.0,18.0,16.0,5.0,155,97,Day Scholar,East,Female,Hindi,Theory,UG
26893,218192,7148776,TJZ28,B,59.0,21.0,53.0,,85.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),23.0,6.0,21.0,9.0,155,97,Day Scholar,East,Female,Hindi,Theory,UG
26894,218192,7148776,TJZ333,A,84.0,,,78.0,96.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),12.0,46.0,0.0,26.0,155,97,Day Scholar,East,Female,Hindi,Theory,UG
26895,218192,7148776,TJZ334,C,,,,53.0,,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),,,,,155,97,Day Scholar,East,Female,Hindi,Practical,UG
26896,218192,7148776,TJZ369,B+,64.0,18.0,73.0,,90.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),12.0,8.0,39.0,5.0,155,97,Day Scholar,East,Female,Hindi,Theory,UG
26897,218192,7148776,TJZ370,C,49.0,14.0,46.0,,86.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),39.0,0.0,5.0,5.0,155,97,Day Scholar,East,Female,Hindi,Theory,UG
26943,318192,7165776,TJZ1022,B,74.0,12.0,46.0,,91.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),39.0,9.0,25.0,1.0,180,97,Hostler,North,Female,Hindi,Theory,UG
26944,318192,7165776,TJZ153,B+,63.0,,,77.0,66.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),63.0,0.0,0.0,0.0,180,97,Hostler,North,Female,Hindi,Theory,UG
26945,318192,7165776,TJZ157,D,57.0,5.0,30.0,,75.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),42.0,12.0,1.0,2.0,180,97,Hostler,North,Female,Hindi,Theory,UG
26946,318192,7165776,TJZ158,E,22.0,18.0,16.0,,66.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),0.0,9.0,5.0,8.0,180,97,Hostler,North,Female,Hindi,Theory,UG
26947,318192,7165776,TJZ160,C,54.0,,43.0,,65.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),26.0,11.0,17.0,0.0,180,97,Hostler,North,Female,Hindi,Theory,UG
26948,318192,7165776,TJZ161,E,20.0,17.0,39.0,,80.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),5.0,7.0,2.0,6.0,180,97,Hostler,North,Female,Hindi,Theory,UG
26949,318192,7165776,TJZ162,A,72.0,,,61.0,93.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),61.0,9.0,2.0,0.0,180,97,Hostler,North,Female,Hindi,Theory,UG
26950,318192,7165776,TJZ38,D,40.0,17.0,28.0,,82.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),40.0,0.0,0.0,0.0,180,97,Hostler,North,Female,Hindi,Theory,UG
26951,318192,7165776,TJZ39,E,53.0,,,38.0,49.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),43.0,9.0,0.0,1.0,180,97,Hostler,North,Female,Hindi,Theory,UG
26952,318192,7165776,TJZ53,E,45.0,24.0,28.0,,75.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),37.0,6.0,2.0,0.0,180,97,Hostler,North,Female,Hindi,Theory,UG
26953,318192,7166776,TJZ157,A,54.0,22.0,59.0,,87.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),9.0,8.0,5.0,32.0,156,88,Day Scholar,South,Male,English,Theory,UG
26954,318192,7166776,TJZ158,B+,70.0,25.0,68.0,,75.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),29.0,11.0,19.0,11.0,156,88,Day Scholar,South,Male,English,Theory,UG
26955,318192,7166776,TJZ161,B,30.0,28.0,56.0,,91.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),30.0,0.0,0.0,0.0,156,88,Day Scholar,South,Male,English,Theory,UG
26956,318192,7166776,TJZ162,O,78.0,,,98.0,84.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),14.0,24.0,10.0,30.0,156,88,Day Scholar,South,Male,English,Theory,UG
26957,318192,7166776,TJZ37,A+,69.0,33.0,60.0,,83.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),62.0,3.0,1.0,3.0,156,88,Day Scholar,South,Male,English,Theory,UG
26958,318192,7166776,TJZ38,B,48.0,21.0,39.0,,93.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),4.0,24.0,5.0,15.0,156,88,Day Scholar,South,Male,English,Theory,UG
26959,318192,7166776,TJZ39,B+,62.0,,,62.0,83.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),22.0,11.0,18.0,11.0,156,88,Day Scholar,South,Male,English,Theory,UG
26960,318192,7166776,TJZ53,B+,58.0,23.0,60.0,,86.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),33.0,6.0,18.0,1.0,156,88,Day Scholar,South,Male,English,Theory,UG
26961,318192,7166776,TJZ54,B,47.0,10.0,60.0,,82.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),33.0,3.0,6.0,5.0,156,88,Day Scholar,South,Male,English,Theory,UG
26962,318192,7166776,TJZ809,C,58.0,3.0,53.0,,93.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),26.0,9.0,11.0,12.0,156,88,Day Scholar,South,Male,English,Theory,UG
27014,318192,7180776,TJZ150,B+,54.0,,,73.0,82.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),13.0,5.0,13.0,23.0,168,97,Hostler,East,Female,Regional,Theory,UG
27015,318192,7180776,TJZ157,B,65.0,18.0,52.0,,72.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),0.0,51.0,4.0,10.0,168,97,Hostler,East,Female,Regional,Theory,UG
27016,318192,7180776,TJZ158,C,77.0,19.0,42.0,,80.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),66.0,7.0,4.0,0.0,168,97,Hostler,East,Female,Regional,Theory,UG
27017,318192,7180776,TJZ161,A+,49.0,32.0,69.0,,80.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),23.0,8.0,8.0,10.0,168,97,Hostler,East,Female,Regional,Theory,UG
27018,318192,7180776,TJZ162,A+,78.0,,,71.0,79.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),29.0,46.0,0.0,3.0,168,97,Hostler,East,Female,Regional,Theory,UG
27019,318192,7180776,TJZ38,C,56.0,26.0,31.0,,87.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),50.0,2.0,2.0,2.0,168,97,Hostler,East,Female,Regional,Theory,UG
27020,318192,7180776,TJZ39,C,44.0,,,44.0,75.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),40.0,3.0,0.0,1.0,168,97,Hostler,East,Female,Regional,Theory,UG
27021,318192,7180776,TJZ53,B+,62.0,28.0,53.0,,91.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),31.0,29.0,1.0,1.0,168,97,Hostler,East,Female,Regional,Theory,UG
27022,318192,7180776,TJZ54,B,60.0,19.0,43.0,,91.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),49.0,3.0,7.0,1.0,168,97,Hostler,East,Female,Regional,Theory,UG
27023,318192,7180776,TJZ843,A,78.0,23.0,59.0,,77.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),76.0,1.0,1.0,0.0,168,97,Hostler,East,Female,Regional,Theory,UG
27024,318192,7180776,TJZ879,B+,51.0,,,70.0,77.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),15.0,18.0,1.0,17.0,168,97,Hostler,East,Female,Regional,Theory,UG
27040,318192,7185776,TJZ1410,A,70.0,,,71.0,91.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),31.0,27.0,5.0,7.0,174,44,Day Scholar,West,Male,Regional,Theory,UG
27041,318192,7185776,TJZ157,A+,83.0,28.0,59.0,,74.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),16.0,41.0,23.0,3.0,174,44,Day Scholar,West,Male,Regional,Theory,UG
27042,318192,7185776,TJZ158,B+,84.0,35.0,53.0,,75.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),13.0,1.0,58.0,12.0,174,44,Day Scholar,West,Male,Regional,Theory,UG
27043,318192,7185776,TJZ161,O,72.0,45.0,75.0,,80.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),43.0,19.0,3.0,7.0,174,44,Day Scholar,West,Male,Regional,Theory,UG
27044,318192,7185776,TJZ162,O,77.0,,,83.0,87.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),15.0,16.0,23.0,23.0,174,44,Day Scholar,West,Male,Regional,Theory,UG
27045,318192,7185776,TJZ202,A,69.0,19.0,66.0,,73.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),29.0,26.0,4.0,10.0,174,44,Day Scholar,West,Male,Regional,Theory,UG
27046,318192,7185776,TJZ336,A,58.0,,,80.0,83.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),55.0,0.0,3.0,0.0,174,44,Day Scholar,West,Male,Regional,Theory,UG
27047,318192,7185776,TJZ38,B+,52.0,25.0,48.0,,93.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),2.0,22.0,19.0,9.0,174,44,Day Scholar,West,Male,Regional,Theory,UG
27048,318192,7185776,TJZ39,A,55.0,,,81.0,82.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),11.0,17.0,14.0,13.0,174,44,Day Scholar,West,Male,Regional,Theory,UG
27049,318192,7185776,TJZ53,B+,59.0,24.0,59.0,,91.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),18.0,13.0,25.0,3.0,174,44,Day Scholar,West,Male,Regional,Theory,UG
27050,318192,7185776,TJZ54,A,71.0,22.0,60.0,,79.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),27.0,14.0,4.0,26.0,174,44,Day Scholar,West,Male,Regional,Theory,UG
27071,318192,7189776,TJZ118,A+,77.0,28.0,52.0,,87.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),10.0,25.0,22.0,20.0,157,40,Hostler,South,Female,Regional,Theory,UG
27072,318192,7189776,TJZ157,A,70.0,20.0,60.0,,80.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),50.0,14.0,1.0,5.0,157,40,Hostler,South,Female,Regional,Theory,UG
27073,318192,7189776,TJZ158,B,49.0,34.0,48.0,,86.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),13.0,28.0,5.0,3.0,157,40,Hostler,South,Female,Regional,Theory,UG
27074,318192,7189776,TJZ161,A,50.0,29.0,60.0,,85.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),3.0,46.0,0.0,1.0,157,40,Hostler,South,Female,Regional,Theory,UG
27075,318192,7189776,TJZ162,B+,59.0,,,60.0,87.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),31.0,28.0,0.0,0.0,157,40,Hostler,South,Female,Regional,Theory,UG
27076,318192,7189776,TJZ38,B,60.0,12.0,45.0,,90.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),0.0,30.0,10.0,20.0,157,40,Hostler,South,Female,Regional,Theory,UG
27077,318192,7189776,TJZ39,B+,50.0,,,56.0,93.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),40.0,4.0,4.0,2.0,157,40,Hostler,South,Female,Regional,Theory,UG
27078,318192,7189776,TJZ416,B,48.0,,,70.0,86.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),27.0,1.0,1.0,19.0,157,40,Hostler,South,Female,Regional,Theory,UG
27079,318192,7189776,TJZ53,C,30.0,19.0,49.0,,79.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),0.0,16.0,11.0,3.0,157,40,Hostler,South,Female,Regional,Theory,UG
27080,318192,7189776,TJZ54,C,62.0,12.0,43.0,,85.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),20.0,41.0,1.0,0.0,157,40,Hostler,South,Female,Regional,Theory,UG
27153,318192,7210776,TJZ1412,B+,55.0,,,61.0,72.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),8.0,11.0,13.0,23.0,182,82,Hostler,North,Female,Regional,Theory,UG
27154,318192,7210776,TJZ157,A,84.0,22.0,53.0,,70.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),10.0,17.0,36.0,21.0,182,82,Hostler,North,Female,Regional,Theory,UG
27155,318192,7210776,TJZ158,C,75.0,12.0,39.0,,68.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),30.0,2.0,13.0,30.0,182,82,Hostler,North,Female,Regional,Theory,UG
27156,318192,7210776,TJZ161,B,60.0,34.0,48.0,,68.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),38.0,18.0,2.0,2.0,182,82,Hostler,North,Female,Regional,Theory,UG
27157,318192,7210776,TJZ162,A+,86.0,,,70.0,90.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),52.0,5.0,18.0,11.0,182,82,Hostler,North,Female,Regional,Theory,UG
27158,318192,7210776,TJZ38,B+,74.0,39.0,43.0,,87.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),12.0,27.0,4.0,31.0,182,82,Hostler,North,Female,Regional,Theory,UG
27159,318192,7210776,TJZ39,C,32.0,,,61.0,44.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),31.0,0.0,0.0,1.0,182,82,Hostler,North,Female,Regional,Theory,UG
27160,318192,7210776,TJZ53,C,54.0,19.0,39.0,,82.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),27.0,24.0,0.0,3.0,182,82,Hostler,North,Female,Regional,Theory,UG
27161,318192,7210776,TJZ54,C,56.0,32.0,38.0,,83.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),22.0,1.0,19.0,14.0,182,82,Hostler,North,Female,Regional,Theory,UG
27162,318192,7210776,TJZ660,C,65.0,23.0,36.0,,68.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),55.0,3.0,6.0,1.0,182,82,Hostler,North,Female,Regional,Theory,UG
27163,318192,7210776,TJZ843,C,75.0,13.0,48.0,,65.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),7.0,27.0,15.0,26.0,182,82,Hostler,North,Female,Regional,Theory,UG
27214,218192,7218776,TJZ20,C,50.0,15.0,45.0,,81.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),49.0,1.0,0.0,0.0,166,59,Day Scholar,North,Male,Regional,Theory,UG
27215,218192,7218776,TJZ21,D,45.0,23.0,29.0,,80.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),3.0,1.0,32.0,9.0,166,59,Day Scholar,North,Male,Regional,Theory,UG
27216,218192,7218776,TJZ22,B,57.0,19.0,53.0,,78.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),29.0,16.0,12.0,0.0,166,59,Day Scholar,North,Male,Regional,Theory,UG
27217,218192,7218776,TJZ23,D,29.0,23.0,30.0,,90.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),11.0,17.0,0.0,1.0,166,59,Day Scholar,North,Male,Regional,Theory,UG
27218,218192,7218776,TJZ24,C,59.0,,,41.0,62.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),42.0,3.0,12.0,2.0,166,59,Day Scholar,North,Male,Regional,Theory,UG
27219,218192,7218776,TJZ25,C,63.0,,,52.0,63.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),25.0,9.0,3.0,26.0,166,59,Day Scholar,North,Male,Regional,Theory,UG
27220,218192,7218776,TJZ28,B,53.0,23.0,62.0,,87.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),47.0,6.0,0.0,0.0,166,59,Day Scholar,North,Male,Regional,Theory,UG
27221,218192,7218776,TJZ369,C,70.0,19.0,39.0,,77.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),65.0,0.0,1.0,4.0,166,59,Day Scholar,North,Male,Regional,Theory,UG
27222,218192,7218776,TJZ370,E,32.0,13.0,32.0,,80.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),32.0,0.0,0.0,0.0,166,59,Day Scholar,North,Male,Regional,Theory,UG
27342,418192,7243776,TJZ1082,O,95.0,37.0,88.0,,98.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),42.0,17.0,21.0,15.0,172,74,Day Scholar,West,Male,Hindi,Theory,UG
27343,418192,7243776,TJZ1288,O,80.0,30.0,76.0,,100.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),13.0,21.0,19.0,27.0,172,74,Day Scholar,West,Male,Hindi,Theory,UG
27344,418192,7243776,TJZ267,O,96.0,,,87.0,,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),26.0,69.0,1.0,0.0,172,74,Day Scholar,West,Male,Hindi,Theory,UG
27553,318192,7291776,TJZ155,C,59.0,14.0,55.0,,73.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),9.0,17.0,33.0,0.0,179,42,Hostler,North,Male,Hindi,Theory,UG
27554,318192,7291776,TJZ157,C,35.0,25.0,49.0,,66.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),22.0,12.0,1.0,0.0,179,42,Hostler,North,Male,Hindi,Theory,UG
27555,318192,7291776,TJZ158,D,54.0,13.0,42.0,,71.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),26.0,25.0,3.0,0.0,179,42,Hostler,North,Male,Hindi,Theory,UG
27556,318192,7291776,TJZ161,B,25.0,40.0,62.0,,70.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),16.0,0.0,8.0,1.0,179,42,Hostler,North,Male,Hindi,Theory,UG
27557,318192,7291776,TJZ162,A,68.0,,,66.0,86.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),38.0,14.0,6.0,10.0,179,42,Hostler,North,Male,Hindi,Theory,UG
27558,318192,7291776,TJZ38,C,56.0,23.0,45.0,,79.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),44.0,9.0,2.0,1.0,179,42,Hostler,North,Male,Hindi,Theory,UG
27559,318192,7291776,TJZ39,C,51.0,,,40.0,83.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),18.0,13.0,10.0,10.0,179,42,Hostler,North,Male,Hindi,Theory,UG
27560,318192,7291776,TJZ53,B+,90.0,27.0,53.0,,75.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),26.0,8.0,10.0,46.0,179,42,Hostler,North,Male,Hindi,Theory,UG
27561,318192,7291776,TJZ54,C,65.0,19.0,39.0,,83.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),50.0,1.0,4.0,10.0,179,42,Hostler,North,Male,Hindi,Theory,UG
27562,318192,7291776,TJZ842,B+,72.0,,,67.0,81.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),0.0,19.0,22.0,31.0,179,42,Hostler,North,Male,Hindi,Theory,UG
27646,418192,7311776,TJZ267,B+,53.0,,,76.0,,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),33.0,4.0,16.0,0.0,174,78,Day Scholar,North,Female,English,Theory,UG
27647,418192,7311776,TJZ937,A+,74.0,,,86.0,93.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),44.0,7.0,20.0,3.0,174,78,Day Scholar,North,Female,English,Theory,UG
27648,418192,7311776,TJZ957,B,56.0,,,62.0,96.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),52.0,4.0,0.0,0.0,174,78,Day Scholar,North,Female,English,Theory,UG
27649,418192,7312776,TJZ1668,O,95.0,,,83.0,100.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),36.0,1.0,30.0,28.0,172,69,Hostler,North,Female,English,Theory,UG
27650,418192,7312776,TJZ1669,O,79.0,,,88.0,,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),47.0,27.0,0.0,5.0,172,69,Hostler,North,Female,English,Theory,UG
27651,418192,7312776,TJZ267,B+,76.0,,,65.0,,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),46.0,5.0,3.0,22.0,172,69,Hostler,North,Female,English,Theory,UG
27657,218192,7315776,TJZ20,E,55.0,13.0,32.0,,77.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),6.0,46.0,2.0,1.0,179,66,Day Scholar,South,Male,Regional,Theory,UG
27658,218192,7315776,TJZ21,D,47.0,12.0,36.0,,80.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),25.0,10.0,1.0,11.0,179,66,Day Scholar,South,Male,Regional,Theory,UG
27659,218192,7315776,TJZ22,E,42.0,7.0,33.0,,81.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),39.0,3.0,0.0,0.0,179,66,Day Scholar,South,Male,Regional,Theory,UG
27660,218192,7315776,TJZ23,E,54.0,14.0,16.0,,88.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),5.0,20.0,14.0,15.0,179,66,Day Scholar,South,Male,Regional,Theory,UG
27661,218192,7315776,TJZ24,E,59.0,,,24.0,92.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),38.0,15.0,1.0,5.0,179,66,Day Scholar,South,Male,Regional,Theory,UG
27662,218192,7315776,TJZ25,B+,60.0,,,74.0,100.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),31.0,22.0,0.0,7.0,179,66,Day Scholar,South,Male,Regional,Theory,UG
27663,218192,7315776,TJZ28,B,44.0,13.0,54.0,,90.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),16.0,4.0,9.0,15.0,179,66,Day Scholar,South,Male,Regional,Theory,UG
27664,218192,7315776,TJZ369,C,57.0,7.0,42.0,,80.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),54.0,1.0,1.0,1.0,179,66,Day Scholar,South,Male,Regional,Theory,UG
27665,218192,7315776,TJZ370,C,47.0,24.0,36.0,,99.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),19.0,20.0,2.0,6.0,179,66,Day Scholar,South,Male,Regional,Theory,UG
27710,318192,7329776,TJZ157,C,66.0,8.0,42.0,,65.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),24.0,31.0,4.0,7.0,152,59,Hostler,North,Male,Regional,Theory,UG
27711,318192,7329776,TJZ158,C,49.0,28.0,48.0,,79.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),2.0,11.0,26.0,10.0,152,59,Hostler,North,Male,Regional,Theory,UG
27712,318192,7329776,TJZ161,C,25.0,18.0,60.0,,75.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),19.0,6.0,0.0,0.0,152,59,Hostler,North,Male,Regional,Theory,UG
27713,318192,7329776,TJZ162,B+,59.0,,,58.0,80.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),16.0,13.0,13.0,17.0,152,59,Hostler,North,Male,Regional,Theory,UG
27714,318192,7329776,TJZ38,C,47.0,9.0,48.0,,83.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),42.0,0.0,4.0,1.0,152,59,Hostler,North,Male,Regional,Theory,UG
27715,318192,7329776,TJZ39,C,38.0,,,55.0,66.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),14.0,11.0,2.0,11.0,152,59,Hostler,North,Male,Regional,Theory,UG
27716,318192,7329776,TJZ416,A,86.0,,,63.0,85.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),6.0,10.0,61.0,9.0,152,59,Hostler,North,Male,Regional,Theory,UG
27717,318192,7329776,TJZ53,E,30.0,8.0,13.0,,75.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),29.0,0.0,1.0,0.0,152,59,Hostler,North,Male,Regional,Theory,UG
27718,318192,7329776,TJZ54,E,53.0,22.0,23.0,,71.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),14.0,37.0,2.0,0.0,152,59,Hostler,North,Male,Regional,Theory,UG
27719,318192,7329776,TJZ684,A,78.0,30.0,79.0,,67.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),72.0,0.0,1.0,5.0,152,59,Hostler,North,Male,Regional,Theory,UG
27745,318192,7334776,TJZ157,A,69.0,13.0,63.0,,95.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),50.0,2.0,12.0,5.0,175,58,Day Scholar,South,Male,English,Theory,UG
27746,318192,7334776,TJZ158,A,79.0,38.0,63.0,,100.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),22.0,57.0,0.0,0.0,175,58,Day Scholar,South,Male,English,Theory,UG
27747,318192,7334776,TJZ161,O,82.0,38.0,70.0,,100.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),3.0,17.0,60.0,2.0,175,58,Day Scholar,South,Male,English,Theory,UG
27748,318192,7334776,TJZ162,O,73.0,,,88.0,97.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),72.0,1.0,0.0,0.0,175,58,Day Scholar,South,Male,English,Theory,UG
27749,318192,7334776,TJZ336,A,59.0,,,78.0,100.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),8.0,23.0,4.0,24.0,175,58,Day Scholar,South,Male,English,Theory,UG
27750,318192,7334776,TJZ38,B+,68.0,24.0,47.0,,98.0,Bachelor of Technology in Electronics and Communication Engineering (Internet of Things),10.0,10.0,23.0,25.0,175,58,Day Scholar,South,Male,English,Theory,UG
